"Observation Type",Site,Lat,Lon,Region,MPA,Year,Date,Transect,Depth,Distance,Species,"Min Size (cm)","Max Size (cm)",Count
Invertebrate,"Middle Reef",36.522484,-121.938614,Central,"Point Lobos SMR",2008,2008-09-27,2,14,30,"purple urchin",,,0
Invertebrate,"Middle Reef",36.522484,-121.938614,Central,"Point Lobos SMR",2008,2008-09-27,3,14,30,"purple urchin",,,0
Invertebrate,"Middle Reef",36.522484,-121.938614,Central,"Point Lobos SMR",2008,2008-09-27,4,14,30,"purple urchin",,,0
Invertebrate,"Middle Reef",36.522484,-121.938614,Central,"Point Lobos SMR",2008,2008-09-27,5,14,30,"purple urchin",,,0
Invertebrate,"Middle Reef",36.522484,-121.938614,Central,"Point Lobos SMR",2008,2008-09-27,6,14,30,"purple urchin",,,0
Invertebrate,"White Point",33.713509,-118.3181,South,"Abalone Cove SMCA",2008,2008-09-27,1,9,4,"purple urchin",,,50
Invertebrate,"White Point",33.713509,-118.3181,South,"Abalone Cove SMCA",2008,2008-09-27,2,9,10,"purple urchin",,,50
Invertebrate,"White Point",33.713509,-118.3181,South,"Abalone Cove SMCA",2008,2008-09-27,3,9,30,"purple urchin",,,16
Invertebrate,"White Point",33.713509,-118.3181,South,"Abalone Cove SMCA",2008,2008-09-27,4,9,7,"purple urchin",,,50
Invertebrate,"White Point",33.713509,-118.3181,South,"Abalone Cove SMCA",2008,2008-09-27,5,9,8,"purple urchin",,,50
Invertebrate,"White Point",33.713509,-118.3181,South,"Abalone Cove SMCA",2008,2008-09-27,6,9,5,"purple urchin",,,50
Invertebrate,"Ft Ross",38.510601,-123.245064,"North C","Gerstle Cove SMR",2008,2008-10-11,1,8,30,"purple urchin",,,11
Invertebrate,"Ft Ross",38.510601,-123.245064,"North C","Gerstle Cove SMR",2008,2008-10-11,2,8,30,"purple urchin",,,3
Invertebrate,"Ft Ross",38.510601,-123.245064,"North C","Gerstle Cove SMR",2008,2008-10-11,3,8,30,"purple urchin",,,9
Invertebrate,"Ft Ross",38.510601,-123.245064,"North C","Gerstle Cove SMR",2008,2008-10-11,4,8,30,"purple urchin",,,0
Invertebrate,"Ft Ross",38.510601,-123.245064,"North C","Gerstle Cove SMR",2008,2008-10-11,5,8,30,"purple urchin",,,5
Invertebrate,"Ft Ross",38.510601,-123.245064,"North C","Gerstle Cove SMR",2008,2008-10-11,6,8,30,"purple urchin",,,10
Invertebrate,"Refugio State Beach",34.461056,-120.066872,South,"Naples SMCA",2008,2008-09-28,1,7,12,"purple urchin",,,50
Invertebrate,"Refugio State Beach",34.461056,-120.066872,South,"Naples SMCA",2008,2008-09-28,2,7,3,"purple urchin",,,50
Invertebrate,"Refugio State Beach",34.461056,-120.066872,South,"Naples SMCA",2008,2008-09-28,3,7,3,"purple urchin",,,50
Invertebrate,"Refugio State Beach",34.461056,-120.066872,South,"Naples SMCA",2008,2008-09-28,4,7,30,"purple urchin",,,15
Invertebrate,"Refugio State Beach",34.461056,-120.066872,South,"Naples SMCA",2008,2008-09-28,5,7,30,"purple urchin",,,12
Invertebrate,"Refugio State Beach",34.461056,-120.066872,South,"Naples SMCA",2008,2008-09-28,6,7,30,"purple urchin",,,4
Invertebrate,"Naples Reef",34.421848,-119.9515,South,"Naples SMCA",2008,2008-10-18,1,10,30,"purple urchin",,,36
Invertebrate,"Naples Reef",34.421848,-119.9515,South,"Naples SMCA",2008,2008-10-18,2,10,30,"purple urchin",,,25
Invertebrate,"Naples Reef",34.421848,-119.9515,South,"Naples SMCA",2008,2008-10-18,3,10,30,"purple urchin",,,22
Invertebrate,"Naples Reef",34.421848,-119.9515,South,"Naples SMCA",2008,2008-10-18,4,10,3,"purple urchin",,,50
Invertebrate,"Naples Reef",34.421848,-119.9515,South,"Naples SMCA",2008,2008-10-18,5,10,2,"purple urchin",,,50
Invertebrate,"Naples Reef",34.421848,-119.9515,South,"Naples SMCA",2008,2008-10-18,6,10,13,"purple urchin",,,50
Invertebrate,"Heisler Park",33.542252,-117.794998,South,"Laguna Beach SMR",2008,2008-06-05,6,10,30,"purple urchin",,,0
Invertebrate,"Heisler Park",33.542252,-117.794998,South,"Laguna Beach SMR",2008,2008-06-05,5,10,30,"purple urchin",,,1
Invertebrate,"Heisler Park",33.542252,-117.794998,South,"Laguna Beach SMR",2008,2008-06-05,3,10,30,"purple urchin",,,1
Invertebrate,"Heisler Park",33.542252,-117.794998,South,"Laguna Beach SMR",2008,2008-06-05,4,10,17,"purple urchin",,,50
Invertebrate,"Heisler Park",33.542252,-117.794998,South,"Laguna Beach SMR",2008,2008-06-05,2,10,30,"purple urchin",,,5
Invertebrate,"Heisler Park",33.542252,-117.794998,South,"Laguna Beach SMR",2008,2008-06-05,1,10,30,"purple urchin",,,6
Invertebrate,"Cueva Valdez ",34.055,-119.809998,South,"Painted Cave (Santa Cruz Island) SMCA",2008,2008-10-29,4,10,30,"purple urchin",,,37
Invertebrate,"Cueva Valdez ",34.055,-119.809998,South,"Painted Cave (Santa Cruz Island) SMCA",2008,2008-10-29,5,10,6,"purple urchin",,,54
Invertebrate,"Cueva Valdez ",34.055,-119.809998,South,"Painted Cave (Santa Cruz Island) SMCA",2008,2008-10-29,3,10,23,"purple urchin",,,55
Invertebrate,"Cueva Valdez ",34.055,-119.809998,South,"Painted Cave (Santa Cruz Island) SMCA",2008,2008-10-29,6,10,6,"purple urchin",,,58
Invertebrate,"Cueva Valdez ",34.055,-119.809998,South,"Painted Cave (Santa Cruz Island) SMCA",2008,2008-10-29,1,10,3,"purple urchin",,,63
Invertebrate,"Cueva Valdez ",34.055,-119.809998,South,"Painted Cave (Santa Cruz Island) SMCA",2008,2008-10-29,2,10,30,"purple urchin",,,5
Invertebrate,"Casino Point",33.349167,-118.324966,South,"Casino Point (Catalina Island) SMCA",2008,2008-11-01,1,11,30,"purple urchin",,,0
Invertebrate,"Casino Point",33.349167,-118.324966,South,"Casino Point (Catalina Island) SMCA",2008,2008-11-01,2,11,30,"purple urchin",,,0
Invertebrate,"Casino Point",33.349167,-118.324966,South,"Casino Point (Catalina Island) SMCA",2008,2008-11-01,3,11,30,"purple urchin",,,0
Invertebrate,"Casino Point",33.349167,-118.324966,South,"Casino Point (Catalina Island) SMCA",2008,2008-11-01,4,11,30,"purple urchin",,,0
Invertebrate,"Casino Point",33.349167,-118.324966,South,"Casino Point (Catalina Island) SMCA",2008,2008-11-01,5,11,30,"purple urchin",,,0
Invertebrate,"Casino Point",33.349167,-118.324966,South,"Casino Point (Catalina Island) SMCA",2008,2008-11-01,6,11,30,"purple urchin",,,0
Invertebrate,"Paradise Point",34.004128,-118.7929,South,"Point Dume SMR",2008,2008-09-06,1,6,26,"purple urchin",,,46
Invertebrate,"Paradise Point",34.004128,-118.7929,South,"Point Dume SMR",2008,2008-09-06,6,6,23,"purple urchin",,,50
Invertebrate,"Paradise Point",34.004128,-118.7929,South,"Point Dume SMR",2008,2008-09-06,5,6,18,"purple urchin",,,50
Invertebrate,"Paradise Point",34.004128,-118.7929,South,"Point Dume SMR",2008,2008-09-06,3,6,30,"purple urchin",,,3
Invertebrate,"Paradise Point",34.004128,-118.7929,South,"Point Dume SMR",2008,2008-09-06,4,6,20,"purple urchin",,,50
Invertebrate,"Paradise Point",34.004128,-118.7929,South,"Point Dume SMR",2008,2008-09-06,2,6,23,"purple urchin",,,50
Invertebrate,"Leo Carillo North",34.043533,-118.944946,South,"Point Dume SMCA",2008,2008-09-06,5,7,14,"purple urchin",,,50
Invertebrate,"Leo Carillo North",34.043533,-118.944946,South,"Point Dume SMCA",2008,2008-09-06,2,7,30,"purple urchin",,,35
Invertebrate,"Leo Carillo North",34.043533,-118.944946,South,"Point Dume SMCA",2008,2008-09-06,1,7,6,"purple urchin",,,50
Invertebrate,"Leo Carillo North",34.043533,-118.944946,South,"Point Dume SMCA",2008,2008-09-06,4,7,12,"purple urchin",,,50
Invertebrate,"Leo Carillo North",34.043533,-118.944946,South,"Point Dume SMCA",2008,2008-09-06,6,7,1,"purple urchin",,,50
Invertebrate,"Leo Carillo North",34.043533,-118.944946,South,"Point Dume SMCA",2008,2008-09-06,3,7,3,"purple urchin",,,50
Invertebrate,"Divers Cove",33.543171,-117.796577,South,"Laguna Beach SMR",2008,2008-08-23,6,5,1,"purple urchin",,,50
Invertebrate,"Divers Cove",33.543171,-117.796577,South,"Laguna Beach SMR",2008,2008-08-23,5,5,2,"purple urchin",,,50
Invertebrate,"Divers Cove",33.543171,-117.796577,South,"Laguna Beach SMR",2008,2008-08-23,3,5,10,"purple urchin",,,50
Invertebrate,"Divers Cove",33.543171,-117.796577,South,"Laguna Beach SMR",2008,2008-08-23,2,5,9,"purple urchin",,,50
Invertebrate,"Divers Cove",33.543171,-117.796577,South,"Laguna Beach SMR",2008,2008-08-23,4,5,30,"purple urchin",,,42
Invertebrate,"Divers Cove",33.543171,-117.796577,South,"Laguna Beach SMR",2008,2008-08-23,1,5,24,"purple urchin",,,50
Invertebrate,"Van Damme",39.271915,-123.795914,North,"Van Damme SMCA",2008,2008-09-27,3,8,29,"purple urchin",,,50
Invertebrate,"Van Damme",39.271915,-123.795914,North,"Van Damme SMCA",2008,2008-09-27,5,8,30,"purple urchin",,,0
Invertebrate,"Van Damme",39.271915,-123.795914,North,"Van Damme SMCA",2008,2008-09-27,2,8,30,"purple urchin",,,0
Invertebrate,"Van Damme",39.271915,-123.795914,North,"Van Damme SMCA",2008,2008-09-27,6,8,30,"purple urchin",,,0
Invertebrate,"Van Damme",39.271915,-123.795914,North,"Van Damme SMCA",2008,2008-09-27,4,8,30,"purple urchin",,,0
Invertebrate,"Van Damme",39.271915,-123.795914,North,"Van Damme SMCA",2008,2008-09-27,1,8,30,"purple urchin",,,0
Invertebrate,Hopkins,36.621849,-121.90168,Central,"Lovers Point SMR",2008,2008-11-02,6,10,30,"purple urchin",,,5
Invertebrate,Hopkins,36.621849,-121.90168,Central,"Lovers Point SMR",2008,2008-11-02,5,10,30,"purple urchin",,,1
Invertebrate,Hopkins,36.621849,-121.90168,Central,"Lovers Point SMR",2008,2008-11-02,4,10,30,"purple urchin",,,9
Invertebrate,Hopkins,36.621849,-121.90168,Central,"Lovers Point SMR",2008,2008-11-02,3,10,30,"purple urchin",,,13
Invertebrate,Hopkins,36.621849,-121.90168,Central,"Lovers Point SMR",2008,2008-11-02,2,10,30,"purple urchin",,,3
Invertebrate,Hopkins,36.621849,-121.90168,Central,"Lovers Point SMR",2008,2008-11-02,1,10,30,"purple urchin",,,12
Invertebrate,"South Monastery",36.525299,-121.9319,Central,"Point Lobos SMR",2008,2008-11-01,1,14,30,"purple urchin",,,0
Invertebrate,"South Monastery",36.525299,-121.9319,Central,"Point Lobos SMR",2008,2008-11-01,2,14,30,"purple urchin",,,1
Invertebrate,"South Monastery",36.525299,-121.9319,Central,"Point Lobos SMR",2008,2008-11-01,3,14,30,"purple urchin",,,4
Invertebrate,"South Monastery",36.525299,-121.9319,Central,"Point Lobos SMR",2008,2008-11-01,4,14,30,"purple urchin",,,0
Invertebrate,"South Monastery",36.525299,-121.9319,Central,"Point Lobos SMR",2008,2008-11-01,5,14,30,"purple urchin",,,0
Invertebrate,"South Monastery",36.525299,-121.9319,Central,"Point Lobos SMR",2008,2008-11-01,6,14,30,"purple urchin",,,0
Invertebrate,"Lovers Point",36.62545,-121.911934,Central,"Lovers Point SMR",2008,2008-11-02,6,11,30,"purple urchin",,,1
Invertebrate,"Lovers Point",36.62545,-121.911934,Central,"Lovers Point SMR",2008,2008-11-02,5,11,30,"purple urchin",,,0
Invertebrate,"Lovers Point",36.62545,-121.911934,Central,"Lovers Point SMR",2008,2008-11-02,4,11,30,"purple urchin",,,0
Invertebrate,"Lovers Point",36.62545,-121.911934,Central,"Lovers Point SMR",2008,2008-11-02,3,11,30,"purple urchin",,,0
Invertebrate,"Lovers Point",36.62545,-121.911934,Central,"Lovers Point SMR",2008,2008-11-02,2,11,30,"purple urchin",,,0
Invertebrate,"Lovers Point",36.62545,-121.911934,Central,"Lovers Point SMR",2008,2008-11-02,1,11,30,"purple urchin",,,0
Invertebrate,Torqua,33.382999,-118.349998,South,"Casino Point (Catalina Island) SMCA",2008,2008-11-03,1,7,30,"purple urchin",,,0
Invertebrate,Torqua,33.382999,-118.349998,South,"Casino Point (Catalina Island) SMCA",2008,2008-11-03,2,7,30,"purple urchin",,,0
Invertebrate,Torqua,33.382999,-118.349998,South,"Casino Point (Catalina Island) SMCA",2008,2008-11-03,3,7,30,"purple urchin",,,0
Invertebrate,Torqua,33.382999,-118.349998,South,"Casino Point (Catalina Island) SMCA",2008,2008-11-03,4,7,30,"purple urchin",,,0
Invertebrate,Torqua,33.382999,-118.349998,South,"Casino Point (Catalina Island) SMCA",2008,2008-11-03,5,7,30,"purple urchin",,,0
Invertebrate,Torqua,33.382999,-118.349998,South,"Casino Point (Catalina Island) SMCA",2008,2008-11-03,6,7,30,"purple urchin",,,0
Invertebrate,"North Hill Street",32.728619,-117.264999,South,"Famosa Slough SMCA",2008,2008-09-13,6,11,30,"purple urchin",,,0
Invertebrate,"North Hill Street",32.728619,-117.264999,South,"Famosa Slough SMCA",2008,2008-09-13,5,11,30,"purple urchin",,,0
Invertebrate,"North Hill Street",32.728619,-117.264999,South,"Famosa Slough SMCA",2008,2008-09-13,4,11,30,"purple urchin",,,0
Invertebrate,"North Hill Street",32.728619,-117.264999,South,"Famosa Slough SMCA",2008,2008-09-13,1,11,30,"purple urchin",,,4
Invertebrate,"North Hill Street",32.728619,-117.264999,South,"Famosa Slough SMCA",2008,2008-09-13,2,11,30,"purple urchin",,,0
Invertebrate,"North Hill Street",32.728619,-117.264999,South,"Famosa Slough SMCA",2008,2008-09-13,3,11,30,"purple urchin",,,0
Invertebrate,"120 Reef",33.737919,-118.392014,South,"Abalone Cove SMCA",2008,2008-08-23,4,9,8,"purple urchin",,,50
Invertebrate,"120 Reef",33.737919,-118.392014,South,"Abalone Cove SMCA",2008,2008-08-23,2,9,30,"purple urchin",,,1
Invertebrate,"120 Reef",33.737919,-118.392014,South,"Abalone Cove SMCA",2008,2008-08-23,5,9,7,"purple urchin",,,50
Invertebrate,"120 Reef",33.737919,-118.392014,South,"Abalone Cove SMCA",2008,2008-08-23,6,9,3,"purple urchin",,,50
Invertebrate,"120 Reef",33.737919,-118.392014,South,"Abalone Cove SMCA",2008,2008-08-23,3,9,21,"purple urchin",,,50
Invertebrate,"120 Reef",33.737919,-118.392014,South,"Abalone Cove SMCA",2008,2008-08-23,1,9,30,"purple urchin",,,1
Invertebrate,"Big Creek",36.069183,-121.600601,Central,"Big Creek SMR",2008,2008-08-16,6,14,30,"purple urchin",,,0
Invertebrate,"Cathedral Cove",34.016499,-119.368385,South,"Anacapa Island Special Closure",2008,2008-10-23,1,18,30,"purple urchin",,,12
Invertebrate,"Cathedral Cove",34.016499,-119.368385,South,"Anacapa Island Special Closure",2008,2008-10-23,2,18,30,"purple urchin",,,10
Invertebrate,"Cathedral Cove",34.016499,-119.368385,South,"Anacapa Island Special Closure",2008,2008-10-23,3,18,30,"purple urchin",,,7
Invertebrate,"Cathedral Cove",34.016499,-119.368385,South,"Anacapa Island Special Closure",2008,2008-10-23,4,18,30,"purple urchin",,,26
Invertebrate,"Cathedral Cove",34.016499,-119.368385,South,"Anacapa Island Special Closure",2008,2008-10-23,5,18,30,"purple urchin",,,14
Invertebrate,"Cathedral Cove",34.016499,-119.368385,South,"Anacapa Island Special Closure",2008,2008-10-23,6,18,30,"purple urchin",,,21
Invertebrate,"Pt. Joe",36.614449,-121.964996,Central,"Asilomar SMR",2008,2008-09-26,1,12,30,"purple urchin",,,0
Invertebrate,"Pt. Joe",36.614449,-121.964996,Central,"Asilomar SMR",2008,2008-09-26,2,12,30,"purple urchin",,,0
Invertebrate,"Pt. Joe",36.614449,-121.964996,Central,"Asilomar SMR",2008,2008-09-26,3,12,30,"purple urchin",,,0
Invertebrate,"Pt. Joe",36.614449,-121.964996,Central,"Asilomar SMR",2008,2008-09-26,4,12,30,"purple urchin",,,0
Invertebrate,"Pt. Joe",36.614449,-121.964996,Central,"Asilomar SMR",2008,2008-09-26,5,12,30,"purple urchin",,,0
Invertebrate,"Pt. Joe",36.614449,-121.964996,Central,"Asilomar SMR",2008,2008-09-26,6,12,30,"purple urchin",,,0
Invertebrate,"Broomtail Reef",32.694233,-117.268066,South,"Cabrillo SMR",2008,2008-10-18,1,12,2,"purple urchin",,,50
Invertebrate,"Broomtail Reef",32.694233,-117.268066,South,"Cabrillo SMR",2008,2008-10-18,2,12,30,"purple urchin",,,74
Invertebrate,"Broomtail Reef",32.694233,-117.268066,South,"Cabrillo SMR",2008,2008-10-18,3,12,11,"purple urchin",,,63
Invertebrate,"Broomtail Reef",32.694233,-117.268066,South,"Cabrillo SMR",2008,2008-10-18,4,12,14,"purple urchin",,,59
Invertebrate,"Broomtail Reef",32.694233,-117.268066,South,"Cabrillo SMR",2008,2008-10-18,5,12,30,"purple urchin",,,29
Invertebrate,"Broomtail Reef",32.694233,-117.268066,South,"Cabrillo SMR",2008,2008-10-18,6,12,4,"purple urchin",,,55
Invertebrate,Breakwater,36.610451,-121.894333,Central,"Edward F. Ricketts SMCA",2008,2008-09-05,1,7,30,"purple urchin",,,0
Invertebrate,Breakwater,36.610451,-121.894333,Central,"Edward F. Ricketts SMCA",2008,2008-09-05,2,7,30,"purple urchin",,,26
Invertebrate,Breakwater,36.610451,-121.894333,Central,"Edward F. Ricketts SMCA",2008,2008-09-05,3,7,30,"purple urchin",,,1
Invertebrate,Breakwater,36.610451,-121.894333,Central,"Edward F. Ricketts SMCA",2008,2008-09-05,4,7,30,"purple urchin",,,0
Invertebrate,Breakwater,36.610451,-121.894333,Central,"Edward F. Ricketts SMCA",2008,2008-09-05,5,7,30,"purple urchin",,,0
Invertebrate,Breakwater,36.610451,-121.894333,Central,"Edward F. Ricketts SMCA",2008,2008-09-05,6,7,30,"purple urchin",,,0
Invertebrate,"Spooners Cove",35.277134,-120.892899,Central,"Point Buchon SMR",2008,2008-09-21,1,12,30,"purple urchin",,,17
Invertebrate,"Spooners Cove",35.277134,-120.892899,Central,"Point Buchon SMR",2008,2008-09-21,2,12,30,"purple urchin",,,3
Invertebrate,"Spooners Cove",35.277134,-120.892899,Central,"Point Buchon SMR",2008,2008-09-21,3,12,30,"purple urchin",,,4
Invertebrate,"Spooners Cove",35.277134,-120.892899,Central,"Point Buchon SMR",2008,2008-09-21,4,12,30,"purple urchin",,,34
Invertebrate,"Spooners Cove",35.277134,-120.892899,Central,"Point Buchon SMR",2008,2008-09-21,5,12,30,"purple urchin",,,20
Invertebrate,"Spooners Cove",35.277134,-120.892899,Central,"Point Buchon SMR",2008,2008-09-21,6,12,30,"purple urchin",,,1
Invertebrate,"Coral St Lucus Pt",36.637768,-121.923218,Central,"Pacific Grove Marine Gardens SMCA",2008,2008-09-21,5,10,30,"purple urchin",,,0
Invertebrate,"Coral St Lucus Pt",36.637768,-121.923218,Central,"Pacific Grove Marine Gardens SMCA",2008,2008-09-21,1,10,30,"purple urchin",,,0
Invertebrate,"Coral St Lucus Pt",36.637768,-121.923218,Central,"Pacific Grove Marine Gardens SMCA",2008,2008-09-21,2,10,30,"purple urchin",,,8
Invertebrate,"Coral St Lucus Pt",36.637768,-121.923218,Central,"Pacific Grove Marine Gardens SMCA",2008,2008-09-21,3,10,30,"purple urchin",,,0
Invertebrate,"Coral St Lucus Pt",36.637768,-121.923218,Central,"Pacific Grove Marine Gardens SMCA",2008,2008-09-21,4,10,30,"purple urchin",,,0
Invertebrate,"Coral St Lucus Pt",36.637768,-121.923218,Central,"Pacific Grove Marine Gardens SMCA",2008,2008-09-21,6,10,30,"purple urchin",,,0
Invertebrate,Aquarium,36.619232,-121.899414,Central,"Edward F. Ricketts SMCA",2008,2008-10-04,1,10,30,"purple urchin",,,0
Invertebrate,Aquarium,36.619232,-121.899414,Central,"Edward F. Ricketts SMCA",2008,2008-10-04,2,10,30,"purple urchin",,,2
Invertebrate,Aquarium,36.619232,-121.899414,Central,"Edward F. Ricketts SMCA",2008,2008-10-04,3,10,30,"purple urchin",,,0
Invertebrate,Aquarium,36.619232,-121.899414,Central,"Edward F. Ricketts SMCA",2008,2008-10-04,4,10,30,"purple urchin",,,1
Invertebrate,Aquarium,36.619232,-121.899414,Central,"Edward F. Ricketts SMCA",2008,2008-10-04,5,10,30,"purple urchin",,,10
Invertebrate,Aquarium,36.619232,-121.899414,Central,"Edward F. Ricketts SMCA",2008,2008-10-04,6,10,30,"purple urchin",,,0
Invertebrate,Yellowbanks,33.998798,-119.550499,South,"Scorpion (Santa Cruz Island) SMR",2008,2008-11-04,6,4,7,"purple urchin",,,50
Invertebrate,Yellowbanks,33.998798,-119.550499,South,"Scorpion (Santa Cruz Island) SMR",2008,2008-11-04,5,4,23,"purple urchin",,,50
Invertebrate,Yellowbanks,33.998798,-119.550499,South,"Scorpion (Santa Cruz Island) SMR",2008,2008-11-04,3,4,30,"purple urchin",,,0
Invertebrate,Yellowbanks,33.998798,-119.550499,South,"Scorpion (Santa Cruz Island) SMR",2008,2008-11-04,4,4,17,"purple urchin",,,50
Invertebrate,Yellowbanks,33.998798,-119.550499,South,"Scorpion (Santa Cruz Island) SMR",2008,2008-11-04,1,4,30,"purple urchin",,,1
Invertebrate,Yellowbanks,33.998798,-119.550499,South,"Scorpion (Santa Cruz Island) SMR",2008,2008-11-04,2,4,30,"purple urchin",,,2
Invertebrate,"Seal Rock North Crescent Bay",33.545547,-117.803696,South,"Laguna Beach SMR",2008,2008-07-12,1,8,1,"purple urchin",,,50
Invertebrate,"Seal Rock North Crescent Bay",33.545547,-117.803696,South,"Laguna Beach SMR",2008,2008-07-12,2,8,5,"purple urchin",,,50
Invertebrate,"Seal Rock North Crescent Bay",33.545547,-117.803696,South,"Laguna Beach SMR",2008,2008-07-12,3,8,4,"purple urchin",,,50
Invertebrate,"Seal Rock North Crescent Bay",33.545547,-117.803696,South,"Laguna Beach SMR",2008,2008-07-12,4,8,9,"purple urchin",,,50
Invertebrate,"Seal Rock North Crescent Bay",33.545547,-117.803696,South,"Laguna Beach SMR",2008,2008-07-12,5,8,4,"purple urchin",,,50
Invertebrate,"Seal Rock North Crescent Bay",33.545547,-117.803696,South,"Laguna Beach SMR",2008,2008-07-12,6,8,5,"purple urchin",,,60
Invertebrate,"Light House",34.012634,-119.364197,South,"Anacapa Island SMR",2008,2008-11-05,1,7,19,"purple urchin",,,68
Invertebrate,"Light House",34.012634,-119.364197,South,"Anacapa Island SMR",2008,2008-11-05,2,7,1,"purple urchin",,,63
Invertebrate,"Light House",34.012634,-119.364197,South,"Anacapa Island SMR",2008,2008-11-05,3,7,7,"purple urchin",,,58
Invertebrate,"Light House",34.012634,-119.364197,South,"Anacapa Island SMR",2008,2008-11-05,4,7,2,"purple urchin",,,62
Invertebrate,"Light House",34.012634,-119.364197,South,"Anacapa Island SMR",2008,2008-11-05,5,7,3,"purple urchin",,,83
Invertebrate,"Light House",34.012634,-119.364197,South,"Anacapa Island SMR",2008,2008-11-05,6,7,1,"purple urchin",,,90
Invertebrate,"IV Reef",34.403049,-119.866081,South,"Campus Point SMCA",2008,2008-10-19,1,9,30,"purple urchin",,,22
Invertebrate,"IV Reef",34.403049,-119.866081,South,"Campus Point SMCA",2008,2008-10-19,2,9,30,"purple urchin",,,38
Invertebrate,"IV Reef",34.403049,-119.866081,South,"Campus Point SMCA",2008,2008-10-19,3,9,3,"purple urchin",,,50
Invertebrate,"IV Reef",34.403049,-119.866081,South,"Campus Point SMCA",2008,2008-10-19,4,9,18,"purple urchin",,,50
Invertebrate,"IV Reef",34.403049,-119.866081,South,"Campus Point SMCA",2008,2008-10-19,5,9,30,"purple urchin",,,41
Invertebrate,"IV Reef",34.403049,-119.866081,South,"Campus Point SMCA",2008,2008-10-19,6,9,7,"purple urchin",,,50
Invertebrate,"Scorpion Anchorage",34.048515,-119.552299,South,"Scorpion (Santa Cruz Island) SMR",2008,2008-10-29,6,8,6,"purple urchin",,,55
Invertebrate,"Scorpion Anchorage",34.048515,-119.552299,South,"Scorpion (Santa Cruz Island) SMR",2008,2008-10-29,5,8,1,"purple urchin",,,78
Invertebrate,"Scorpion Anchorage",34.048515,-119.552299,South,"Scorpion (Santa Cruz Island) SMR",2008,2008-10-29,4,8,7,"purple urchin",,,57
Invertebrate,"Scorpion Anchorage",34.048515,-119.552299,South,"Scorpion (Santa Cruz Island) SMR",2008,2008-10-29,3,8,7,"purple urchin",,,53
Invertebrate,"Scorpion Anchorage",34.048515,-119.552299,South,"Scorpion (Santa Cruz Island) SMR",2008,2008-10-29,2,8,21,"purple urchin",,,59
Invertebrate,"Scorpion Anchorage",34.048515,-119.552299,South,"Scorpion (Santa Cruz Island) SMR",2008,2008-10-29,1,8,1,"purple urchin",,,54
Invertebrate,"Mendocino Headlands",39.305283,-123.811218,North,"Russian Gulch SMCA",2008,2008-09-28,1,30,30,"purple urchin",,,17
Invertebrate,"Mendocino Headlands",39.305283,-123.811218,North,"Russian Gulch SMCA",2008,2008-09-28,2,30,30,"purple urchin",,,4
Invertebrate,"Mendocino Headlands",39.305283,-123.811218,North,"Russian Gulch SMCA",2008,2008-09-28,4,30,30,"purple urchin",,,3
Invertebrate,"Mendocino Headlands",39.305283,-123.811218,North,"Russian Gulch SMCA",2008,2008-09-28,3,30,30,"purple urchin",,,6
Invertebrate,"Crystal Cove",33.57135,-117.841103,South,"Crystal Cove SMCA",2008,2008-12-02,1,10,30,"purple urchin",,,3
Invertebrate,"Crystal Cove",33.57135,-117.841103,South,"Crystal Cove SMCA",2008,2008-12-02,2,10,30,"purple urchin",,,2
Invertebrate,"Crystal Cove",33.57135,-117.841103,South,"Crystal Cove SMCA",2008,2008-12-02,3,10,30,"purple urchin",,,10
Invertebrate,"Crystal Cove",33.57135,-117.841103,South,"Crystal Cove SMCA",2008,2008-12-02,4,10,30,"purple urchin",,,0
Invertebrate,"Crystal Cove",33.57135,-117.841103,South,"Crystal Cove SMCA",2008,2008-12-02,5,10,30,"purple urchin",,,0
Invertebrate,"Crystal Cove",33.57135,-117.841103,South,"Crystal Cove SMCA",2008,2008-12-02,6,10,30,"purple urchin",,,0
Invertebrate,"Gerstle Cove",38.56646,-123.329964,"North C","Gerstle Cove SMR",2008,2008-10-18,1,5,30,"purple urchin",,,0
Invertebrate,"Gerstle Cove",38.56646,-123.329964,"North C","Gerstle Cove SMR",2008,2008-10-18,2,5,30,"purple urchin",,,0
Invertebrate,"Gerstle Cove",38.56646,-123.329964,"North C","Gerstle Cove SMR",2008,2008-10-18,3,5,30,"purple urchin",,,12
Invertebrate,"Gerstle Cove",38.56646,-123.329964,"North C","Gerstle Cove SMR",2008,2008-10-18,4,5,30,"purple urchin",,,0
Invertebrate,"Gerstle Cove",38.56646,-123.329964,"North C","Gerstle Cove SMR",2008,2008-10-18,5,5,30,"purple urchin",,,0
Invertebrate,"Gerstle Cove",38.56646,-123.329964,"North C","Gerstle Cove SMR",2008,2008-10-18,6,5,30,"purple urchin",,,1
Invertebrate,"Stillwater Cove Sonoma",38.540298,-123.288803,"North C","Gerstle Cove SMR",2008,2008-10-19,6,9,30,"purple urchin",,,0
Invertebrate,"Stillwater Cove Sonoma",38.540298,-123.288803,"North C","Gerstle Cove SMR",2008,2008-10-19,5,9,30,"purple urchin",,,31
Invertebrate,"Stillwater Cove Sonoma",38.540298,-123.288803,"North C","Gerstle Cove SMR",2008,2008-10-19,4,9,30,"purple urchin",,,1
Invertebrate,"Stillwater Cove Sonoma",38.540298,-123.288803,"North C","Gerstle Cove SMR",2008,2008-10-19,3,9,30,"purple urchin",,,33
